x-axis,2
second,Volt
-5.312500000000e-008,-3.52006e-002
-5.285937500000e-008,-3.52006e-002
-5.259375000000e-008,-3.52006e-002
-5.232812500000e-008,-3.52006e-002
-5.206250000000e-008,-3.52006e-002
-5.179687500000e-008,-3.52006e-002
-5.153125000000e-008,-3.52006e-002
-5.126562500000e-008,-3.52006e-002
-5.100000000000e-008,-3.52006e-002
-5.073437500000e-008,-3.52006e-002
-5.046875000000e-008,-3.52006e-002
-5.020312500000e-008,-3.52006e-002
-4.993750000000e-008,-3.52006e-002
-4.967187500000e-008,-3.52006e-002
-4.940625000000e-008,-3.52006e-002
-4.914062500000e-008,-3.52006e-002
-4.887500000000e-008,-3.52006e-002
-4.860937500000e-008,-3.52006e-002
-4.834375000000e-008,-3.52006e-002
-4.807812500000e-008,-3.52006e-002
-4.781250000000e-008,-3.52006e-002
-4.754687500000e-008,-3.52006e-002
-4.728125000000e-008,-3.52006e-002
-4.701562500000e-008,-3.52006e-002
-4.675000000000e-008,-3.01757e-002
-4.648437500000e-008,-3.01757e-002
-4.621875000000e-008,-3.01757e-002
-4.595312500000e-008,-3.01757e-002
-4.568750000000e-008,-3.01757e-002
-4.542187500000e-008,-3.01757e-002
-4.515625000000e-008,-3.01757e-002
-4.489062500000e-008,-3.01757e-002
-4.462500000000e-008,-3.01757e-002
-4.435937500000e-008,-3.01757e-002
-4.409375000000e-008,-3.01757e-002
-4.382812500000e-008,-3.01757e-002
-4.356250000000e-008,-3.52006e-002
-4.329687500000e-008,-3.52006e-002
-4.303125000000e-008,-3.52006e-002
-4.276562500000e-008,-3.52006e-002
-4.250000000000e-008,-3.52006e-002
-4.223437500000e-008,-3.52006e-002
-4.196875000000e-008,-3.52006e-002
-4.170312500000e-008,-3.52006e-002
-4.143750000000e-008,-3.52006e-002
-4.117187500000e-008,-3.52006e-002
-4.090625000000e-008,-3.52006e-002
-4.064062500000e-008,-3.52006e-002
-4.037500000000e-008,-3.52006e-002
-4.010937500000e-008,-3.52006e-002
-3.984375000000e-008,-3.52006e-002
-3.957812500000e-008,-3.52006e-002
-3.931250000000e-008,-3.52006e-002
-3.904687500000e-008,-3.52006e-002
-3.878125000000e-008,-3.52006e-002
-3.851562500000e-008,-3.52006e-002
-3.825000000000e-008,-3.52006e-002
-3.798437500000e-008,-3.52006e-002
-3.771875000000e-008,-3.52006e-002
-3.745312500000e-008,-3.52006e-002
-3.718750000000e-008,-3.52006e-002
-3.692187500000e-008,-3.52006e-002
-3.665625000000e-008,-3.01757e-002
-3.639062500000e-008,-3.01757e-002
-3.612500000000e-008,-3.01757e-002
-3.585937500000e-008,-3.01757e-002
-3.559375000000e-008,-3.01757e-002
-3.532812500000e-008,-3.01757e-002
-3.506250000000e-008,-3.01757e-002
-3.479687500000e-008,-3.52006e-002
-3.453125000000e-008,-3.52006e-002
-3.426562500000e-008,-3.52006e-002
-3.400000000000e-008,-3.52006e-002
-3.373437500000e-008,-3.52006e-002
-3.346875000000e-008,-3.52006e-002
-3.320312500000e-008,-3.52006e-002
-3.293750000000e-008,-3.52006e-002
-3.267187500000e-008,-3.52006e-002
-3.240625000000e-008,-3.52006e-002
-3.214062500000e-008,-3.52006e-002
-3.187500000000e-008,-3.52006e-002
-3.160937500000e-008,-3.52006e-002
-3.134375000000e-008,-3.01757e-002
-3.107812500000e-008,-3.01757e-002
-3.081250000000e-008,-3.01757e-002
-3.054687500000e-008,-3.01757e-002
-3.028125000000e-008,-3.01757e-002
-3.001562500000e-008,-3.01757e-002
-2.975000000000e-008,-3.01757e-002
-2.948437500000e-008,-3.52006e-002
-2.921875000000e-008,-3.52006e-002
-2.895312500000e-008,-3.52006e-002
-2.868750000000e-008,-3.52006e-002
-2.842187500000e-008,-3.52006e-002
-2.815625000000e-008,-3.52006e-002
-2.789062500000e-008,-3.52006e-002
-2.762500000000e-008,-3.52006e-002
-2.735937500000e-008,-3.52006e-002
-2.709375000000e-008,-3.52006e-002
-2.682812500000e-008,-3.52006e-002
-2.656250000000e-008,-3.52006e-002
-2.629687500000e-008,-3.52006e-002
-2.603125000000e-008,-3.52006e-002
-2.576562500000e-008,-3.52006e-002
-2.550000000000e-008,-3.52006e-002
-2.523437500000e-008,-3.52006e-002
-2.496875000000e-008,-3.52006e-002
-2.470312500000e-008,-3.52006e-002
-2.443750000000e-008,-3.52006e-002
-2.417187500000e-008,-3.52006e-002
-2.390625000000e-008,-3.52006e-002
-2.364062500000e-008,-3.52006e-002
-2.337500000000e-008,-3.52006e-002
-2.310937500000e-008,-3.52006e-002
-2.284375000000e-008,-3.52006e-002
-2.257812500000e-008,-3.52006e-002
-2.231250000000e-008,-3.52006e-002
-2.204687500000e-008,-3.52006e-002
-2.178125000000e-008,-3.52006e-002
-2.151562500000e-008,-3.01757e-002
-2.125000000000e-008,-3.01757e-002
-2.098437500000e-008,-3.01757e-002
